action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729041,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115322,Inhibition of wild type Bcr-Abl (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,,,BAO_0000190,BAO_0000224,protein format,CS(=O)(=O)Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '17.57', 'le': '0.36', 'lle': '6.38', 'sei': '7.11'}",CHEMBL5208315,,CHEMBL5208315,9.31,0,http://www.openphacts.org/units/Nanomolar,3857363,=,1,1,=,,IC50,nM,,0.49,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,0.49
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729042,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N1C[C@@H](n2cc(-c3ccc(N)nc3)nn2)C[C@H]1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '12.51', 'le': '0.25', 'lle': '2.12', 'sei': '5.38'}",CHEMBL5179613,,CHEMBL5179613,6.90,0,http://www.openphacts.org/units/Nanomolar,3857323,=,1,1,=,,IC50,nM,,125.08,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,125.08
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729043,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '14.43', 'le': '0.29', 'lle': '3.38', 'sei': '5.89'}",CHEMBL5203239,,CHEMBL5203239,6.52,0,http://www.openphacts.org/units/Nanomolar,3857324,=,1,1,=,,IC50,nM,,302.82,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,302.82
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729044,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(=O)Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '13.96', 'le': '0.28', 'lle': '3.39', 'sei': '6.06'}",CHEMBL5193726,,CHEMBL5193726,6.89,0,http://www.openphacts.org/units/Nanomolar,3857325,=,1,1,=,,IC50,nM,,127.31,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,127.31
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729045,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1)C1CC1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '12.45', 'le': '0.25', 'lle': '2.57', 'sei': '5.69'}",CHEMBL5182032,,CHEMBL5182032,6.47,0,http://www.openphacts.org/units/Nanomolar,3857326,=,1,1,=,,IC50,nM,,337.78,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,337.78
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729046,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(C)(C)C(=O)Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '10.19', 'le': '0.20', 'lle': '0.92', 'sei': '4.80'}",CHEMBL5202743,,CHEMBL5202743,5.46,0,http://www.openphacts.org/units/Nanomolar,3857327,=,1,1,=,,IC50,nM,,3443.3,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,3443.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729047,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,C=CC(=O)Nc1ccc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)cn1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '13.55', 'le': '0.27', 'lle': '3.17', 'sei': '6.02'}",CHEMBL5172694,,CHEMBL5172694,6.86,0,http://www.openphacts.org/units/Nanomolar,3857328,=,1,1,=,,IC50,nM,,139.64,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,139.64
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729048,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)[C@@H]1C[C@H](n2cc(-c3cncc(C(=O)N4CCOCC4)c3)nn2)CN1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '11.09', 'le': '0.22', 'lle': '3.07', 'sei': '5.34'}",CHEMBL5189577,,CHEMBL5189577,6.10,0,http://www.openphacts.org/units/Nanomolar,3857329,=,1,1,=,,IC50,nM,,800.95,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,800.95
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729049,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,O=C(NC1CC1)c1cncc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)c1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '14.43', 'le': '0.28', 'lle': '4.05', 'sei': '6.59'}",CHEMBL5193389,,CHEMBL5193389,7.50,0,http://www.openphacts.org/units/Nanomolar,3857330,=,1,1,=,,IC50,nM,,31.55,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,31.55
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729050,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CCN(CC)C(=O)c1cncc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)c1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '12.28', 'le': '0.24', 'lle': '2.54', 'sei': '6.27'}",CHEMBL5208081,,CHEMBL5208081,6.58,0,http://www.openphacts.org/units/Nanomolar,3857331,=,1,1,=,,IC50,nM,,261.14,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,261.14
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729051,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CN(C)CCNC(=O)c1cncc(-c2cn([C@@H]3CN[C@H](C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)C3)nn2)c1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '11.72', 'le': '0.23', 'lle': '3.61', 'sei': '5.52'}",CHEMBL5177838,,CHEMBL5177838,6.46,0,http://www.openphacts.org/units/Nanomolar,3857332,=,1,1,=,,IC50,nM,,348.79,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,348.79
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729052,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '14.05', 'le': '0.26', 'lle': '2.35', 'sei': '8.04'}",CHEMBL941,IMATINIB,CHEMBL941,6.94,0,http://www.openphacts.org/units/Nanomolar,3857333,=,1,1,=,,IC50,nM,,115.64,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,115.64
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729053,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N1C[C@@H](n2cc(-c3ccc4c(N)n[nH]c4c3)nn2)C[C@H]1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '11.55', 'le': '0.23', 'lle': '1.55', 'sei': '4.74'}",CHEMBL5177033,,CHEMBL5177033,6.82,0,http://www.openphacts.org/units/Nanomolar,3857334,=,1,1,=,,IC50,nM,,150.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,150.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729054,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)C4)nn3)ccc12,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '13.98', 'le': '0.28', 'lle': '3.24', 'sei': '5.42'}",CHEMBL5185114,,CHEMBL5185114,6.86,0,http://www.openphacts.org/units/Nanomolar,3857335,=,1,1,=,,IC50,nM,,137.08,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,137.08
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729055,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(=O)Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)C4)nn3)ccc12,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '12.98', 'le': '0.26', 'lle': '2.93', 'sei': '5.34'}",CHEMBL5176514,,CHEMBL5176514,6.92,0,http://www.openphacts.org/units/Nanomolar,3857336,=,1,1,=,,IC50,nM,,121.01,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,121.01
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729056,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,O=C(Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)C4)nn3)ccc12)C1CC1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '12.03', 'le': '0.24', 'lle': '2.34', 'sei': '5.19'}",CHEMBL5187868,,CHEMBL5187868,6.72,0,http://www.openphacts.org/units/Nanomolar,3857337,=,1,1,=,,IC50,nM,,188.4,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,188.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729057,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N1C[C@@H](n2cc(-c3ccc4c(N)n[nH]c4c3)nn2)C[C@H]1C(=O)Nc1ccc(Cl)cc1Cl,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '10.27', 'le': '0.21', 'lle': '0.83', 'sei': '3.98'}",CHEMBL5193797,,CHEMBL5193797,5.73,0,http://www.openphacts.org/units/Nanomolar,3857338,=,1,1,=,,IC50,nM,,1878.0,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,1878.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729058,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Cl)cc5Cl)C4)nn3)ccc12,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '11.89', 'le': '0.24', 'lle': '2.19', 'sei': '4.30'}",CHEMBL5191144,,CHEMBL5191144,5.44,0,http://www.openphacts.org/units/Nanomolar,3857339,=,1,1,=,,IC50,nM,,3667.06,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,3667.06
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729059,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(=O)Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Cl)cc5Cl)C4)nn3)ccc12,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '13.75', 'le': '0.28', 'lle': '3.24', 'sei': '5.30'}",CHEMBL5207040,,CHEMBL5207040,6.87,0,http://www.openphacts.org/units/Nanomolar,3857340,=,1,1,=,,IC50,nM,,135.44,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,135.44
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729060,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,O=C(Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Cl)cc5Cl)C4)nn3)ccc12)C1CC1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '12.75', 'le': '0.25', 'lle': '2.68', 'sei': '5.17'}",CHEMBL5200499,,CHEMBL5200499,6.70,0,http://www.openphacts.org/units/Nanomolar,3857341,=,1,1,=,,IC50,nM,,199.86,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,199.86
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729061,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(C)(C)OC(=O)N1C[C@@H](n2cc(-c3ccc4c(N)n[nH]c4c3)nn2)C[C@H]1C(=O)Nc1ccc(Br)cc1,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '11.68', 'le': '0.24', 'lle': '2.27', 'sei': '4.60'}",CHEMBL5203127,,CHEMBL5203127,6.62,0,http://www.openphacts.org/units/Nanomolar,3857342,=,1,1,=,,IC50,nM,,236.97,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,236.97
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729062,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Br)cc5)C4)nn3)ccc12,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '13.93', 'le': '0.30', 'lle': '3.80', 'sei': '5.14'}",CHEMBL5203678,,CHEMBL5203678,6.51,0,http://www.openphacts.org/units/Nanomolar,3857343,=,1,1,=,,IC50,nM,,309.78,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,309.78
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24729063,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5115323,Inhibition of Bcr-Abl T315I mutant (unknown origin) incubated for 1 hr in presence of ATP by ADP-Glo kinase assay,B,P00519,T315I,BAO_0000190,BAO_0000224,protein format,CC(=O)Nc1n[nH]c2cc(-c3cn([C@@H]4CN[C@H](C(=O)Nc5ccc(Br)cc5)C4)nn3)ccc12,,,CHEMBL5113400,Eur J Med Chem,2022,"{'bei': '12.69', 'le': '0.27', 'lle': '3.38', 'sei': '4.99'}",CHEMBL5197019,,CHEMBL5197019,6.46,0,http://www.openphacts.org/units/Nanomolar,3857344,=,1,1,=,,IC50,nM,,343.19,CHEMBL2096618,Homo sapiens,Bcr/Abl fusion protein,9606,,,IC50,nM,UO_0000065,,343.19
